item_id,item_name,description,category,location,status
951,power bank,metal power bank with name written around corridor,electronics,corridor,lost
952,id card,lost yellow id card close to computer lab,document,computer lab,found
953,handbag,found handbag with with zipper in auditorium,bag,auditorium,lost
954,textbook,textbook of grey color found in parking area,book,parking area,found
955,glasses,glasses of green color found in corridor,accessory,corridor,found
956,power bank,black fabric power bank with stickers near canteen,electronics,canteen,found
957,wallet,white fabric wallet seen around cafeteria,wallet,cafeteria,found
958,earbuds,lost yellow earbuds close to computer lab,electronics,computer lab,lost
959,calculator,plastic calculator in good condition around classroom,electronics,classroom,found
960,tablet,tablet possibly left in parking area,electronics,parking area,found
961,headphones,blue colored headphones near library,electronics,library,lost
962,id card,white id card spotted at computer lab,document,computer lab,lost
963,pen drive,pen drive located in bus stop area,electronics,bus stop,lost
964,charger,charger located in classroom area,electronics,classroom,lost
965,handbag,white handbag spotted at classroom,bag,classroom,found
966,notebook,fabric notebook with stickers around canteen,stationery,canteen,found
967,power bank,lost brown power bank close to library,electronics,library,lost
968,umbrella,found umbrella with with logo in auditorium,accessory,auditorium,found
969,glasses,glasses possibly left in cafeteria,accessory,cafeteria,found
970,headphones,headphones located in auditorium area,electronics,auditorium,lost
971,power bank,purple leather power bank in good condition near bus stop,electronics,bus stop,found
972,glasses,brown colored glasses near canteen,accessory,canteen,found
973,glasses,fabric glasses in good condition around classroom,accessory,classroom,lost
974,keys,grey colored keys near canteen,accessory,canteen,found
975,textbook,lost grey textbook close to parking area,book,parking area,found
976,handbag,brown handbag spotted at playground,bag,playground,found
977,charger,metal charger with logo around canteen,electronics,canteen,lost
978,earbuds,earbuds of white color found in classroom,electronics,classroom,lost
979,tablet,green colored tablet near corridor,electronics,corridor,lost
980,id card,red id card spotted at auditorium,document,auditorium,lost
981,headphones,found headphones with with name written in cafeteria,electronics,cafeteria,lost
982,charger,purple colored charger near computer lab,electronics,computer lab,lost
983,power bank,grey metal power bank seen around corridor,electronics,corridor,lost
984,notebook,grey colored notebook near bus stop,stationery,bus stop,found
985,notebook,rubber notebook in good condition around auditorium,stationery,auditorium,lost
986,wallet,silver leather wallet with zipper near auditorium,wallet,auditorium,lost
987,watch,purple fabric watch with two pockets near auditorium,accessory,auditorium,found
988,handbag,yellow fabric handbag with scratches near playground,bag,playground,lost
989,keys,keys possibly left in playground,accessory,playground,lost
990,pen drive,silver rubber pen drive seen around playground,electronics,playground,lost
991,earbuds,found earbuds with with name written in cafeteria,electronics,cafeteria,lost
992,glasses,glasses of black color found in auditorium,accessory,auditorium,lost
993,id card,purple rubber id card seen around classroom,document,classroom,lost
994,earbuds,earbuds of red color found in corridor,electronics,corridor,found
995,id card,found id card with with two pockets in corridor,document,corridor,lost
996,glasses,silver glasses spotted at computer lab,accessory,computer lab,lost
997,headphones,found headphones with slightly damaged in bus stop,electronics,bus stop,found
998,tablet,tablet possibly left in canteen,electronics,canteen,found
999,pen drive,pen drive possibly left in classroom,electronics,classroom,found
1000,textbook,found textbook with with zipper in computer lab,book,computer lab,found
1001,charger,silver rubber charger with stickers near classroom,electronics,classroom,lost
1002,pen drive,blue colored pen drive near computer lab,electronics,computer lab,found
1003,phone,grey metal phone with logo near computer lab,phone,computer lab,found
1004,textbook,found textbook with in good condition in cafeteria,book,cafeteria,lost
1005,phone,black metal phone seen around classroom,phone,classroom,found
1006,keys,fabric keys with stickers around cafeteria,accessory,cafeteria,lost
1007,umbrella,plastic umbrella slightly damaged around corridor,accessory,corridor,lost
1008,backpack,brown rubber backpack seen around canteen,bag,canteen,found
1009,laptop,found laptop with with stickers in corridor,electronics,corridor,found
1010,id card,lost grey id card close to classroom,document,classroom,found
1011,charger,black rubber charger with scratches near parking area,electronics,parking area,lost
1012,laptop,laptop possibly left in corridor,electronics,corridor,lost
1013,keys,found keys with slightly damaged in computer lab,accessory,computer lab,found
1014,phone,lost brown phone close to classroom,phone,classroom,lost
1015,wallet,red colored wallet near auditorium,wallet,auditorium,found
1016,phone,phone located in computer lab area,phone,computer lab,found
1017,charger,lost purple charger close to computer lab,electronics,computer lab,lost
1018,watch,found watch with in good condition in corridor,accessory,corridor,lost
1019,wallet,wallet of blue color found in classroom,wallet,classroom,lost
1020,water bottle,lost blue water bottle close to computer lab,accessory,computer lab,found
1021,textbook,textbook possibly left in auditorium,book,auditorium,found
1022,glasses,silver plastic glasses seen around library,accessory,library,found
1023,water bottle,water bottle located in library area,accessory,library,lost
1024,backpack,blue leather backpack with two pockets near parking area,bag,parking area,lost
1025,tablet,rubber tablet with scratches around classroom,electronics,classroom,lost
1026,textbook,textbook located in auditorium area,book,auditorium,lost
1027,umbrella,umbrella possibly left in bus stop,accessory,bus stop,found
1028,backpack,backpack located in bus stop area,bag,bus stop,found
1029,phone,phone possibly left in cafeteria,phone,cafeteria,found
1030,tablet,rubber tablet with stickers around classroom,electronics,classroom,lost
1031,backpack,backpack possibly left in playground,bag,playground,lost
1032,notebook,found notebook with slightly damaged in bus stop,stationery,bus stop,lost
1033,handbag,found handbag with with scratches in canteen,bag,canteen,found
1034,earbuds,rubber earbuds with name written around bus stop,electronics,bus stop,found
1035,umbrella,purple leather umbrella seen around playground,accessory,playground,found
1036,textbook,lost green textbook close to bus stop,book,bus stop,found
1037,keys,blue metal keys with zipper near auditorium,accessory,auditorium,lost
1038,calculator,calculator possibly left in corridor,electronics,corridor,found
1039,pen drive,silver plastic pen drive seen around playground,electronics,playground,found
1040,textbook,rubber textbook with zipper around cafeteria,book,cafeteria,lost
1041,power bank,silver rubber power bank seen around corridor,electronics,corridor,found
1042,handbag,handbag located in bus stop area,bag,bus stop,lost
1043,textbook,green colored textbook near computer lab,book,computer lab,lost
1044,water bottle,black leather water bottle seen around library,accessory,library,found
1045,umbrella,found umbrella with with logo in computer lab,accessory,computer lab,lost
1046,tablet,red plastic tablet seen around library,electronics,library,lost
1047,handbag,rubber handbag with two pockets around playground,bag,playground,found
1048,backpack,black metal backpack seen around playground,bag,playground,found
1049,wallet,found wallet with with zipper in bus stop,wallet,bus stop,found
1050,handbag,handbag of red color found in bus stop,bag,bus stop,lost
1051,backpack,backpack of black color found in library,bag,library,found
1052,charger,metal charger with two pockets around corridor,electronics,corridor,found
1053,phone,blue metal phone seen around library,phone,library,lost
1054,umbrella,lost grey umbrella close to auditorium,accessory,auditorium,found
1055,keys,lost silver keys close to bus stop,accessory,bus stop,found
1056,umbrella,grey rubber umbrella seen around cafeteria,accessory,cafeteria,found
1057,water bottle,lost grey water bottle close to cafeteria,accessory,cafeteria,lost
1058,charger,leather charger slightly damaged around auditorium,electronics,auditorium,found
1059,earbuds,black colored earbuds near bus stop,electronics,bus stop,lost
1060,phone,phone of white color found in bus stop,phone,bus stop,lost
1061,notebook,notebook of black color found in corridor,stationery,corridor,found
1062,glasses,black colored glasses near playground,accessory,playground,lost
1063,laptop,rubber laptop with two pockets around parking area,electronics,parking area,lost
1064,tablet,tablet possibly left in parking area,electronics,parking area,found
1065,keys,green rubber keys seen around computer lab,accessory,computer lab,found
1066,keys,keys located in auditorium area,accessory,auditorium,lost
1067,backpack,purple backpack spotted at playground,bag,playground,lost
1068,power bank,yellow power bank spotted at canteen,electronics,canteen,found
1069,notebook,grey colored notebook near auditorium,stationery,auditorium,lost
1070,handbag,leather handbag with logo around corridor,bag,corridor,lost
1071,glasses,rubber glasses slightly damaged around classroom,accessory,classroom,lost
1072,keys,keys of white color found in parking area,accessory,parking area,found
1073,keys,found keys with in good condition in playground,accessory,playground,found
1074,keys,keys located in cafeteria area,accessory,cafeteria,found
1075,handbag,found handbag with with stickers in corridor,bag,corridor,found
1076,umbrella,purple colored umbrella near auditorium,accessory,auditorium,found
1077,textbook,red textbook spotted at corridor,book,corridor,lost
1078,pen drive,found pen drive with with stickers in cafeteria,electronics,cafeteria,found
1079,glasses,yellow glasses spotted at auditorium,accessory,auditorium,found
1080,headphones,rubber headphones with two pockets around classroom,electronics,classroom,found
1081,umbrella,leather umbrella in good condition around canteen,accessory,canteen,lost
1082,power bank,power bank possibly left in library,electronics,library,found
1083,tablet,found tablet with with scratches in auditorium,electronics,auditorium,lost
1084,wallet,leather wallet with logo around cafeteria,wallet,cafeteria,found
1085,watch,found watch with with two pockets in auditorium,accessory,auditorium,found
1086,power bank,lost green power bank close to library,electronics,library,lost
1087,wallet,found wallet with with scratches in classroom,wallet,classroom,found
1088,umbrella,umbrella possibly left in auditorium,accessory,auditorium,found
1089,earbuds,green metal earbuds in good condition near canteen,electronics,canteen,lost
1090,glasses,purple glasses spotted at cafeteria,accessory,cafeteria,lost
1091,laptop,white rubber laptop with name written near classroom,electronics,classroom,lost
1092,headphones,headphones possibly left in cafeteria,electronics,cafeteria,found
1093,earbuds,red earbuds spotted at bus stop,electronics,bus stop,found
1094,keys,keys of silver color found in library,accessory,library,lost
1095,power bank,brown leather power bank slightly damaged near cafeteria,electronics,cafeteria,lost
1096,power bank,lost red power bank close to bus stop,electronics,bus stop,lost
1097,calculator,black plastic calculator seen around library,electronics,library,lost
1098,glasses,black glasses spotted at computer lab,accessory,computer lab,lost
1099,tablet,tablet located in canteen area,electronics,canteen,found
1100,glasses,grey rubber glasses seen around playground,accessory,playground,lost
1101,power bank,found power bank with in good condition in classroom,electronics,classroom,lost
1102,calculator,yellow calculator spotted at library,electronics,library,found
1103,wallet,wallet possibly left in corridor,wallet,corridor,found
1104,glasses,glasses located in computer lab area,accessory,computer lab,lost
1105,tablet,tablet possibly left in corridor,electronics,corridor,lost
1106,umbrella,yellow rubber umbrella seen around parking area,accessory,parking area,lost
1107,watch,blue colored watch near corridor,accessory,corridor,found
1108,textbook,textbook possibly left in parking area,book,parking area,lost
1109,textbook,textbook located in computer lab area,book,computer lab,found
1110,power bank,lost green power bank close to library,electronics,library,found
1111,earbuds,earbuds located in cafeteria area,electronics,cafeteria,found
1112,umbrella,black plastic umbrella in good condition near library,accessory,library,found
1113,backpack,lost yellow backpack close to auditorium,bag,auditorium,found
1114,earbuds,earbuds possibly left in playground,electronics,playground,lost
1115,watch,fabric watch with logo around auditorium,accessory,auditorium,found
1116,notebook,notebook of green color found in classroom,stationery,classroom,lost
1117,headphones,purple headphones spotted at cafeteria,electronics,cafeteria,found
1118,notebook,notebook possibly left in canteen,stationery,canteen,found
1119,power bank,plastic power bank in good condition around corridor,electronics,corridor,found
1120,watch,watch located in computer lab area,accessory,computer lab,found
1121,handbag,grey handbag spotted at playground,bag,playground,found
1122,umbrella,leather umbrella slightly damaged around auditorium,accessory,auditorium,lost
1123,notebook,lost blue notebook close to corridor,stationery,corridor,lost
1124,notebook,white notebook spotted at corridor,stationery,corridor,found
1125,textbook,lost purple textbook close to playground,book,playground,lost
1126,water bottle,water bottle located in cafeteria area,accessory,cafeteria,lost
1127,id card,id card located in auditorium area,document,auditorium,lost
1128,glasses,found glasses with in good condition in library,accessory,library,found
1129,keys,leather keys with scratches around auditorium,accessory,auditorium,lost
1130,backpack,backpack possibly left in bus stop,bag,bus stop,lost
1131,charger,charger possibly left in computer lab,electronics,computer lab,lost
1132,textbook,textbook located in corridor area,book,corridor,found
1133,glasses,red rubber glasses in good condition near corridor,accessory,corridor,found
1134,earbuds,green fabric earbuds with two pockets near canteen,electronics,canteen,lost
1135,pen drive,found pen drive with with zipper in auditorium,electronics,auditorium,found
1136,watch,found watch with with stickers in auditorium,accessory,auditorium,found
1137,glasses,silver leather glasses with logo near parking area,accessory,parking area,found
1138,watch,silver leather watch seen around canteen,accessory,canteen,lost
1139,wallet,found wallet with with stickers in bus stop,wallet,bus stop,lost
1140,backpack,grey metal backpack seen around computer lab,bag,computer lab,lost
1141,phone,yellow phone spotted at classroom,phone,classroom,found
1142,headphones,red rubber headphones seen around canteen,electronics,canteen,lost
1143,headphones,headphones of black color found in cafeteria,electronics,cafeteria,found
1144,id card,white id card spotted at corridor,document,corridor,found
1145,charger,charger possibly left in parking area,electronics,parking area,found
1146,water bottle,water bottle of red color found in corridor,accessory,corridor,found
1147,umbrella,umbrella possibly left in computer lab,accessory,computer lab,found
1148,earbuds,earbuds located in auditorium area,electronics,auditorium,found
1149,power bank,black fabric power bank with zipper near playground,electronics,playground,found
1150,glasses,glasses possibly left in parking area,accessory,parking area,lost
1151,calculator,found calculator with with stickers in parking area,electronics,parking area,lost
1152,earbuds,plastic earbuds with stickers around classroom,electronics,classroom,found
1153,earbuds,found earbuds with with zipper in canteen,electronics,canteen,lost
1154,textbook,brown colored textbook near bus stop,book,bus stop,found
1155,wallet,lost brown wallet close to computer lab,wallet,computer lab,lost
1156,wallet,rubber wallet with two pockets around computer lab,wallet,computer lab,found
1157,textbook,found textbook with with two pockets in cafeteria,book,cafeteria,found
1158,charger,found charger with with two pockets in library,electronics,library,found
1159,tablet,tablet located in canteen area,electronics,canteen,lost
1160,earbuds,red earbuds spotted at parking area,electronics,parking area,found
1161,glasses,lost silver glasses close to classroom,accessory,classroom,lost
1162,glasses,silver glasses spotted at cafeteria,accessory,cafeteria,lost
1163,tablet,tablet of white color found in computer lab,electronics,computer lab,lost
1164,earbuds,lost grey earbuds close to cafeteria,electronics,cafeteria,lost
1165,wallet,purple metal wallet with zipper near parking area,wallet,parking area,found
1166,glasses,lost black glasses close to playground,accessory,playground,lost
1167,id card,found id card with with name written in corridor,document,corridor,found
1168,charger,lost brown charger close to parking area,electronics,parking area,found
1169,power bank,blue colored power bank near parking area,electronics,parking area,lost
1170,water bottle,lost black water bottle close to canteen,accessory,canteen,lost
1171,keys,found keys with with scratches in parking area,accessory,parking area,lost
1172,water bottle,lost yellow water bottle close to corridor,accessory,corridor,found
1173,earbuds,grey plastic earbuds with scratches near computer lab,electronics,computer lab,found
1174,laptop,blue rubber laptop seen around cafeteria,electronics,cafeteria,lost
1175,watch,watch located in bus stop area,accessory,bus stop,found
1176,watch,watch of white color found in classroom,accessory,classroom,found
1177,keys,silver colored keys near corridor,accessory,corridor,lost
1178,id card,id card possibly left in cafeteria,document,cafeteria,lost
1179,calculator,yellow calculator spotted at canteen,electronics,canteen,found
1180,laptop,black laptop spotted at playground,electronics,playground,found
1181,glasses,lost green glasses close to corridor,accessory,corridor,found
1182,handbag,grey handbag spotted at classroom,bag,classroom,lost
1183,watch,watch possibly left in cafeteria,accessory,cafeteria,lost
1184,calculator,brown leather calculator seen around computer lab,electronics,computer lab,lost
1185,laptop,laptop of purple color found in bus stop,electronics,bus stop,lost
1186,wallet,blue fabric wallet seen around computer lab,wallet,computer lab,lost
1187,calculator,calculator possibly left in classroom,electronics,classroom,lost
1188,pen drive,pen drive located in library area,electronics,library,lost
1189,water bottle,brown colored water bottle near computer lab,accessory,computer lab,lost
1190,keys,found keys with with logo in bus stop,accessory,bus stop,lost
1191,pen drive,pen drive possibly left in classroom,electronics,classroom,lost
1192,tablet,yellow colored tablet near computer lab,electronics,computer lab,found
1193,earbuds,earbuds located in classroom area,electronics,classroom,lost
1194,phone,black rubber phone in good condition near playground,phone,playground,lost
1195,tablet,lost purple tablet close to bus stop,electronics,bus stop,lost
1196,calculator,calculator possibly left in classroom,electronics,classroom,lost
1197,textbook,purple leather textbook with stickers near playground,book,playground,lost
1198,glasses,lost red glasses close to bus stop,accessory,bus stop,lost
1199,earbuds,earbuds possibly left in computer lab,electronics,computer lab,lost
1200,pen drive,brown metal pen drive seen around playground,electronics,playground,found
1201,pen drive,fabric pen drive with zipper around classroom,electronics,classroom,lost
1202,tablet,brown leather tablet seen around parking area,electronics,parking area,lost
1203,umbrella,purple umbrella spotted at classroom,accessory,classroom,lost
1204,earbuds,lost yellow earbuds close to auditorium,electronics,auditorium,found
1205,headphones,yellow fabric headphones with two pockets near playground,electronics,playground,found
1206,tablet,found tablet with with name written in cafeteria,electronics,cafeteria,lost
1207,water bottle,plastic water bottle with two pockets around cafeteria,accessory,cafeteria,lost
1208,power bank,rubber power bank with logo around parking area,electronics,parking area,lost
1209,id card,id card of white color found in library,document,library,found
1210,watch,leather watch with two pockets around bus stop,accessory,bus stop,lost
1211,power bank,power bank possibly left in auditorium,electronics,auditorium,lost
1212,handbag,black handbag spotted at computer lab,bag,computer lab,lost
1213,pen drive,red colored pen drive near library,electronics,library,found
1214,headphones,metal headphones with scratches around classroom,electronics,classroom,lost
1215,laptop,rubber laptop with zipper around computer lab,electronics,computer lab,lost
1216,headphones,lost blue headphones close to computer lab,electronics,computer lab,lost
1217,pen drive,yellow leather pen drive seen around classroom,electronics,classroom,found
1218,charger,brown leather charger seen around playground,electronics,playground,lost
1219,water bottle,silver colored water bottle near bus stop,accessory,bus stop,found
1220,backpack,found backpack with with logo in cafeteria,bag,cafeteria,found
1221,headphones,found headphones with slightly damaged in playground,electronics,playground,lost
1222,umbrella,silver colored umbrella near library,accessory,library,found
1223,earbuds,black metal earbuds in good condition near parking area,electronics,parking area,found
1224,backpack,white colored backpack near corridor,bag,corridor,lost
1225,wallet,silver wallet spotted at auditorium,wallet,auditorium,lost
1226,notebook,found notebook with with stickers in corridor,stationery,corridor,lost
1227,water bottle,silver fabric water bottle with two pockets near computer lab,accessory,computer lab,found
1228,water bottle,grey leather water bottle seen around cafeteria,accessory,cafeteria,lost
1229,glasses,grey colored glasses near library,accessory,library,found
1230,power bank,blue power bank spotted at parking area,electronics,parking area,lost
1231,charger,black fabric charger with stickers near playground,electronics,playground,found
1232,water bottle,plastic water bottle with name written around bus stop,accessory,bus stop,lost
1233,headphones,plastic headphones in good condition around bus stop,electronics,bus stop,found
1234,handbag,brown colored handbag near bus stop,bag,bus stop,lost
1235,umbrella,yellow rubber umbrella seen around auditorium,accessory,auditorium,found
1236,tablet,rubber tablet with two pockets around corridor,electronics,corridor,found
1237,umbrella,blue plastic umbrella with two pockets near parking area,accessory,parking area,lost
1238,textbook,textbook located in computer lab area,book,computer lab,found
1239,keys,silver fabric keys seen around corridor,accessory,corridor,found
1240,charger,lost black charger close to computer lab,electronics,computer lab,lost
1241,headphones,headphones located in bus stop area,electronics,bus stop,found
1242,phone,found phone with with stickers in auditorium,phone,auditorium,lost
1243,laptop,found laptop with with stickers in auditorium,electronics,auditorium,found
1244,calculator,rubber calculator with name written around library,electronics,library,found
1245,umbrella,umbrella possibly left in playground,accessory,playground,found
1246,umbrella,umbrella of red color found in playground,accessory,playground,lost
1247,tablet,metal tablet with scratches around corridor,electronics,corridor,found
1248,power bank,found power bank with with name written in corridor,electronics,corridor,lost
1249,tablet,red tablet spotted at cafeteria,electronics,cafeteria,found
1250,headphones,purple plastic headphones seen around library,electronics,library,found
1251,tablet,lost blue tablet close to playground,electronics,playground,found
1252,backpack,red backpack spotted at bus stop,bag,bus stop,found
1253,laptop,laptop possibly left in auditorium,electronics,auditorium,lost
1254,phone,white colored phone near auditorium,phone,auditorium,lost
1255,wallet,brown rubber wallet seen around bus stop,wallet,bus stop,found
1256,power bank,lost silver power bank close to corridor,electronics,corridor,lost
1257,headphones,green headphones spotted at playground,electronics,playground,lost
1258,laptop,brown fabric laptop seen around canteen,electronics,canteen,found
1259,tablet,metal tablet with zipper around computer lab,electronics,computer lab,found
1260,textbook,black rubber textbook seen around cafeteria,book,cafeteria,found
1261,backpack,rubber backpack with two pockets around parking area,bag,parking area,lost
1262,watch,watch located in playground area,accessory,playground,found
1263,calculator,found calculator with with scratches in parking area,electronics,parking area,lost
1264,glasses,blue fabric glasses seen around canteen,accessory,canteen,lost
1265,notebook,plastic notebook in good condition around canteen,stationery,canteen,lost
1266,water bottle,found water bottle with with stickers in canteen,accessory,canteen,lost
1267,pen drive,found pen drive with with zipper in canteen,electronics,canteen,lost
1268,earbuds,earbuds of red color found in parking area,electronics,parking area,lost
1269,laptop,laptop possibly left in corridor,electronics,corridor,lost
1270,watch,found watch with with logo in cafeteria,accessory,cafeteria,found
1271,wallet,green wallet spotted at playground,wallet,playground,found
1272,power bank,power bank possibly left in parking area,electronics,parking area,found
1273,keys,silver keys spotted at computer lab,accessory,computer lab,found
1274,glasses,grey fabric glasses in good condition near parking area,accessory,parking area,lost
1275,backpack,backpack of black color found in classroom,bag,classroom,found
1276,power bank,found power bank with with stickers in classroom,electronics,classroom,found
1277,phone,yellow metal phone seen around library,phone,library,found
1278,umbrella,yellow leather umbrella with name written near corridor,accessory,corridor,lost
1279,pen drive,leather pen drive with logo around corridor,electronics,corridor,lost
1280,charger,charger of silver color found in library,electronics,library,found
1281,laptop,purple rubber laptop slightly damaged near auditorium,electronics,auditorium,found
1282,keys,rubber keys with two pockets around cafeteria,accessory,cafeteria,found
1283,laptop,lost black laptop close to classroom,electronics,classroom,lost
1284,power bank,power bank of purple color found in playground,electronics,playground,found
1285,pen drive,pen drive located in parking area area,electronics,parking area,lost
1286,notebook,notebook located in playground area,stationery,playground,found
1287,phone,phone possibly left in canteen,phone,canteen,found
1288,calculator,silver plastic calculator with name written near playground,electronics,playground,found
1289,headphones,headphones of purple color found in bus stop,electronics,bus stop,lost
1290,watch,green fabric watch seen around parking area,accessory,parking area,lost
1291,backpack,grey backpack spotted at corridor,bag,corridor,lost
1292,keys,lost grey keys close to library,accessory,library,found
1293,earbuds,white leather earbuds seen around bus stop,electronics,bus stop,found
1294,id card,grey id card spotted at playground,document,playground,found
1295,earbuds,silver plastic earbuds seen around bus stop,electronics,bus stop,lost
1296,water bottle,fabric water bottle with two pockets around corridor,accessory,corridor,found
1297,handbag,white handbag spotted at canteen,bag,canteen,lost
1298,wallet,lost blue wallet close to canteen,wallet,canteen,found
1299,calculator,lost brown calculator close to playground,electronics,playground,found
1300,handbag,found handbag with with two pockets in library,bag,library,lost
1301,handbag,purple handbag spotted at canteen,bag,canteen,lost
1302,id card,green metal id card seen around auditorium,document,auditorium,lost
1303,wallet,wallet possibly left in computer lab,wallet,computer lab,lost
1304,tablet,tablet of silver color found in cafeteria,electronics,cafeteria,lost
1305,notebook,black colored notebook near auditorium,stationery,auditorium,found
1306,earbuds,lost white earbuds close to classroom,electronics,classroom,found
1307,laptop,laptop possibly left in library,electronics,library,found
1308,keys,green colored keys near parking area,accessory,parking area,lost
1309,earbuds,found earbuds with in good condition in canteen,electronics,canteen,found
1310,water bottle,water bottle possibly left in corridor,accessory,corridor,found
1311,headphones,headphones possibly left in parking area,electronics,parking area,found
1312,calculator,calculator possibly left in playground,electronics,playground,lost
1313,id card,purple id card spotted at auditorium,document,auditorium,found
1314,watch,black colored watch near library,accessory,library,lost
1315,charger,red fabric charger with logo near playground,electronics,playground,found
1316,umbrella,green leather umbrella seen around auditorium,accessory,auditorium,lost
1317,tablet,fabric tablet with logo around classroom,electronics,classroom,lost
1318,charger,charger of black color found in library,electronics,library,found
1319,handbag,green metal handbag seen around cafeteria,bag,cafeteria,lost
1320,umbrella,brown leather umbrella seen around corridor,accessory,corridor,found
1321,phone,lost white phone close to cafeteria,phone,cafeteria,found
1322,laptop,laptop of purple color found in parking area,electronics,parking area,lost
1323,id card,blue metal id card seen around parking area,document,parking area,found
1324,glasses,glasses possibly left in canteen,accessory,canteen,lost
1325,charger,lost purple charger close to canteen,electronics,canteen,lost
1326,pen drive,white metal pen drive with zipper near parking area,electronics,parking area,found
1327,pen drive,lost blue pen drive close to bus stop,electronics,bus stop,lost
1328,backpack,backpack of grey color found in auditorium,bag,auditorium,lost
1329,notebook,found notebook with in good condition in bus stop,stationery,bus stop,lost
1330,phone,phone possibly left in canteen,phone,canteen,found
1331,notebook,notebook located in corridor area,stationery,corridor,lost
1332,headphones,white rubber headphones with two pockets near canteen,electronics,canteen,found
1333,wallet,found wallet with with two pockets in canteen,wallet,canteen,lost
1334,handbag,handbag possibly left in canteen,bag,canteen,lost
1335,id card,blue colored id card near library,document,library,lost
1336,glasses,lost blue glasses close to parking area,accessory,parking area,found
1337,textbook,red plastic textbook seen around computer lab,book,computer lab,lost
1338,power bank,power bank located in library area,electronics,library,lost
1339,notebook,brown rubber notebook seen around classroom,stationery,classroom,found
1340,notebook,blue notebook spotted at computer lab,stationery,computer lab,lost
1341,charger,charger possibly left in auditorium,electronics,auditorium,found
1342,glasses,found glasses with with zipper in computer lab,accessory,computer lab,found
1343,laptop,green laptop spotted at cafeteria,electronics,cafeteria,found
1344,backpack,lost yellow backpack close to computer lab,bag,computer lab,lost
1345,id card,id card possibly left in parking area,document,parking area,found
1346,watch,found watch with slightly damaged in cafeteria,accessory,cafeteria,lost
1347,earbuds,brown colored earbuds near auditorium,electronics,auditorium,lost
1348,phone,phone possibly left in corridor,phone,corridor,found
1349,calculator,lost black calculator close to library,electronics,library,lost
1350,keys,leather keys with zipper around corridor,accessory,corridor,found
1351,wallet,wallet located in library area,wallet,library,found
1352,pen drive,found pen drive with with name written in auditorium,electronics,auditorium,lost
1353,laptop,red rubber laptop seen around classroom,electronics,classroom,lost
1354,phone,phone located in bus stop area,phone,bus stop,found
1355,keys,lost black keys close to cafeteria,accessory,cafeteria,lost
1356,headphones,found headphones with with stickers in bus stop,electronics,bus stop,lost
1357,calculator,green calculator spotted at computer lab,electronics,computer lab,found
1358,tablet,tablet of white color found in cafeteria,electronics,cafeteria,lost
1359,laptop,lost brown laptop close to playground,electronics,playground,found
1360,handbag,handbag of grey color found in library,bag,library,found
1361,calculator,found calculator with with zipper in classroom,electronics,classroom,lost
1362,phone,phone of silver color found in computer lab,phone,computer lab,lost
1363,textbook,yellow colored textbook near computer lab,book,computer lab,lost
1364,watch,rubber watch with name written around corridor,accessory,corridor,lost
1365,laptop,laptop of brown color found in parking area,electronics,parking area,found
1366,umbrella,found umbrella with with two pockets in parking area,accessory,parking area,found
1367,earbuds,red colored earbuds near bus stop,electronics,bus stop,found
1368,water bottle,water bottle of white color found in cafeteria,accessory,cafeteria,lost
1369,umbrella,lost blue umbrella close to library,accessory,library,lost
1370,laptop,rubber laptop with name written around bus stop,electronics,bus stop,found
1371,handbag,found handbag with with zipper in classroom,bag,classroom,found
1372,wallet,found wallet with slightly damaged in computer lab,wallet,computer lab,found
1373,backpack,found backpack with in good condition in corridor,bag,corridor,lost
1374,watch,brown watch spotted at corridor,accessory,corridor,lost
1375,glasses,fabric glasses with zipper around canteen,accessory,canteen,lost
1376,headphones,headphones of green color found in parking area,electronics,parking area,lost
1377,headphones,lost grey headphones close to computer lab,electronics,computer lab,lost
1378,textbook,textbook located in playground area,book,playground,found
1379,pen drive,pen drive of yellow color found in classroom,electronics,classroom,found
1380,backpack,backpack possibly left in canteen,bag,canteen,found
1381,handbag,leather handbag in good condition around bus stop,bag,bus stop,lost
1382,handbag,brown fabric handbag with scratches near parking area,bag,parking area,lost
1383,backpack,lost purple backpack close to cafeteria,bag,cafeteria,lost
1384,handbag,yellow colored handbag near canteen,bag,canteen,lost
1385,phone,rubber phone in good condition around bus stop,phone,bus stop,lost
1386,pen drive,found pen drive with with stickers in corridor,electronics,corridor,lost
1387,notebook,notebook located in canteen area,stationery,canteen,lost
1388,textbook,found textbook with slightly damaged in canteen,book,canteen,found
1389,water bottle,white water bottle spotted at auditorium,accessory,auditorium,found
1390,notebook,green plastic notebook with name written near cafeteria,stationery,cafeteria,lost
1391,glasses,glasses possibly left in parking area,accessory,parking area,lost
1392,glasses,glasses of red color found in computer lab,accessory,computer lab,found
1393,earbuds,lost yellow earbuds close to cafeteria,electronics,cafeteria,found
1394,phone,grey colored phone near classroom,phone,classroom,found
1395,umbrella,lost brown umbrella close to library,accessory,library,lost
1396,textbook,rubber textbook with name written around classroom,book,classroom,lost
1397,earbuds,red colored earbuds near canteen,electronics,canteen,lost
1398,headphones,headphones of grey color found in bus stop,electronics,bus stop,found
1399,power bank,lost black power bank close to parking area,electronics,parking area,found
1400,headphones,headphones possibly left in playground,electronics,playground,lost
1401,calculator,fabric calculator with logo around cafeteria,electronics,cafeteria,lost
1402,backpack,backpack of blue color found in parking area,bag,parking area,lost
1403,headphones,leather headphones with logo around corridor,electronics,corridor,found
